Place_Name,Date,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour_Traffic,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Heavy_Vehicles_Total,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Accident_Level,Noise_Level_dB,Air_Quality_Index,CO2_Emission_Index,Road_Width_m,Lane_Count,Pedestrian_Count,Parking_Occupancy_%,School_Zone,Hospital_Nearby,Market_Nearby,Bus_Stop_Nearby,CCTV_Available,Street_Light,Violation_Count,Rainfall_mm,Temperature_C,Holiday,Road_Work,Public_Event,Traffic_Police_Presence,Congestion_Level,Overall_Traffic_Index,Emergency_Response_Time_min,Fuel_Consumption_Index,Road_Condition_Index,Min_Speed_kmph,Max_Speed_kmph,Average_Waiting_Time_sec,Signal_Count,Signal_Status
Arachalur,2024-09-01,City Road,Weekday,Rainy,1305,462,1817,604,2921,549,771,735,304,473,172,54,193,3,Minor,68,251,125,22,3,614,78,1,0,0,1,0,0,46,96,36,0,1,1,1,High,90,22,61,40,14,79,175,5,Average
Kodumudi,2024-09-02,City Road,Weekday,Fog,2547,1779,2289,441,4998,1298,502,108,365,464,416,46,193,4,,45,56,185,6,2,1047,39,0,1,0,1,0,0,0,64,41,0,1,1,0,Medium,90,23,74,44,20,97,355,8,Good
Nambiyur,2024-09-03,SH,Weekday,Fog,726,2152,3697,1420,3490,1504,1513,183,223,581,456,40,65,3,Minor,60,270,91,20,3,807,30,1,1,1,0,0,0,42,96,33,0,0,0,1,High,50,31,65,95,22,69,393,6,Average
Bhavani,2024-09-04,SH,Weekday,Hot,1562,3368,2702,441,888,897,553,255,373,202,802,63,237,2,Minor,57,218,175,25,2,491,83,1,1,1,1,0,1,1,9,20,1,1,1,1,High,70,26,107,99,8,85,275,9,Poor
Kodumudi,2024-09-05,SH,Weekend,Clear,1486,2740,1790,268,3744,754,676,250,178,255,140,55,55,0,Major,64,93,129,27,1,147,52,1,0,0,1,1,0,9,110,27,1,0,1,0,Medium,47,36,54,76,26,90,246,1,Poor
Perundurai,2024-09-06,City Road,Weekend,Hot,2828,2908,3052,615,3883,847,1400,326,59,490,271,23,123,3,Minor,63,178,69,7,2,160,56,1,0,0,0,1,1,39,54,22,1,1,0,0,Low,74,16,79,90,12,66,112,8,Poor
Modakurichi,2024-09-07,Village Road,Weekday,Hot,318,1889,3878,1434,1423,1383,369,351,312,353,267,29,153,3,Minor,56,248,109,5,1,643,39,0,1,0,0,1,1,16,40,40,0,0,0,1,Low,96,41,55,90,21,75,60,7,Good
Gobichettipalayam,2024-09-08,SH,Weekend,Hot,2034,1123,1939,990,2758,1241,1481,636,140,436,840,52,46,3,Major,61,121,190,24,1,898,88,0,0,0,0,0,0,25,10,41,0,0,1,0,Medium,79,17,89,86,17,85,213,2,Average
Modakurichi,2024-09-09,SH,Weekend,Cloudy,1316,3497,3691,452,902,2441,1431,92,223,431,687,18,99,0,,63,62,47,15,4,972,31,0,0,0,1,0,1,4,65,33,0,0,0,0,High,39,11,136,41,26,54,186,2,Good
Sivagiri,2024-09-10,SH,Weekend,Cloudy,2990,1391,3091,1491,4457,2483,1594,119,208,311,245,28,91,1,Minor,47,279,197,22,3,1050,64,1,0,0,1,0,1,38,97,21,1,1,1,0,Low,99,18,75,76,28,99,125,7,Average
Sivagiri,2024-09-11,NH,Weekday,Hot,2563,472,2587,1305,3106,2298,788,74,316,505,492,62,287,4,Major,91,231,165,5,1,64,66,1,0,0,1,1,0,34,11,32,1,0,0,1,High,76,35,147,91,19,41,208,5,Poor
Anthiyur,2024-09-12,Village Road,Weekend,Fog,1248,1266,3222,650,3639,314,814,64,86,327,659,47,157,4,Major,84,219,64,21,1,155,89,1,0,0,1,0,0,7,67,38,1,1,0,1,Low,58,29,45,82,18,83,102,9,Poor
Bhavani,2024-09-13,Village Road,Weekday,Cloudy,2400,1976,1321,259,2696,1790,737,239,42,376,431,28,80,1,,47,123,129,9,5,260,89,0,0,1,0,0,1,30,53,37,1,1,0,0,Low,67,15,50,55,15,74,201,7,Poor
Punjai Puliyampatti,2024-09-14,NH,Weekday,Clear,2528,2875,3265,1030,1355,372,1861,121,129,198,623,28,291,0,Minor,48,63,136,22,4,1074,47,1,1,1,0,1,1,33,116,23,0,0,0,0,Medium,61,16,71,89,15,70,236,5,Average
Thalavadi,2024-09-15,City Road,Weekday,Rainy,1359,964,1668,1001,3898,1444,925,357,60,424,705,20,89,3,,73,181,105,5,3,695,39,0,1,1,0,0,0,47,8,30,1,1,1,1,High,58,39,118,86,10,98,121,2,Average
Perundurai,2024-09-16,NH,Weekend,Rainy,1247,2927,3659,872,1362,1403,1569,677,257,406,210,51,261,4,Major,62,188,51,17,4,614,20,0,1,1,0,1,1,45,93,21,1,1,1,0,High,75,24,147,58,13,85,230,4,Poor
Sathyamangalam,2024-09-17,SH,Weekday,Rainy,2111,1552,1566,617,4031,1732,654,785,224,517,123,46,216,3,Major,92,65,57,10,3,1189,98,1,1,0,0,0,0,47,95,27,0,0,0,0,Medium,32,30,41,89,5,79,391,6,Poor
Sathyamangalam,2024-09-18,SH,Weekend,Fog,1346,1048,3037,1164,4778,1966,761,99,291,84,351,35,34,3,Major,55,163,118,23,5,849,19,0,0,0,0,0,0,21,50,36,1,1,1,1,Medium,33,33,134,81,19,43,84,2,Poor
Arachalur,2024-09-19,NH,Weekday,Cloudy,612,706,2093,725,3611,2268,1374,699,361,309,456,38,117,4,,54,113,166,17,5,1095,21,1,0,1,1,0,0,26,18,29,1,0,0,0,Low,78,39,113,56,11,99,59,4,Good
Gobichettipalayam,2024-09-20,Village Road,Weekday,Rainy,872,1556,3959,1317,3554,1028,971,579,95,155,248,69,184,4,Minor,67,160,71,28,2,1076,23,0,1,0,1,1,1,22,107,35,1,0,0,1,High,82,15,140,49,12,59,381,3,Good
Punjai Puliyampatti,2024-09-21,City Road,Weekday,Fog,2693,1465,890,957,4761,1666,1838,463,253,141,501,57,84,4,,59,129,91,12,4,911,63,0,0,0,1,1,0,38,93,31,0,0,0,1,Medium,58,31,49,89,9,41,396,4,Good
Anthiyur,2024-09-22,City Road,Weekend,Hot,755,3076,2526,734,1430,1940,321,778,70,201,183,31,101,4,Minor,56,225,56,14,4,97,53,1,1,1,0,1,1,40,64,26,0,0,0,1,Low,31,25,38,76,26,67,296,8,Average
Sathyamangalam,2024-09-23,NH,Weekday,Rainy,1123,2769,1941,1231,3876,2159,1736,541,339,333,197,52,28,4,Minor,54,233,76,14,3,100,13,1,0,1,0,1,1,7,104,38,0,1,1,1,Medium,99,15,110,58,12,68,113,6,Average
Chennimalai,2024-09-24,City Road,Weekend,Clear,1337,3435,1962,1052,3343,1236,729,724,350,261,384,55,169,0,,96,283,77,24,5,198,38,0,0,0,1,1,0,10,17,34,0,1,0,1,Medium,65,33,77,66,9,53,125,7,Poor
Arachalur,2024-09-25,Village Road,Weekend,Hot,1594,1040,3915,363,3644,1082,569,635,244,498,168,54,245,4,Minor,87,219,128,23,1,672,21,1,1,1,0,0,1,12,112,22,1,0,0,0,High,45,19,47,46,20,76,353,8,Average
Bhavani,2024-09-26,Village Road,Weekend,Clear,1500,2574,738,668,2640,1081,1887,403,388,107,742,25,107,1,Major,51,112,132,21,3,591,78,1,1,1,1,1,1,6,92,30,0,0,0,0,Low,53,30,115,85,17,81,168,5,Good
Alangiyam,2024-09-27,City Road,Weekend,Rainy,2809,3343,1216,685,4749,2319,1033,673,351,366,382,63,228,0,Minor,58,137,70,11,1,844,47,1,1,1,0,0,0,13,84,21,0,0,0,0,Low,75,22,75,94,6,84,24,8,Average
Gobichettipalayam,2024-09-28,NH,Weekend,Cloudy,1104,1792,1000,1209,1330,1938,1422,670,136,371,898,59,119,4,,54,151,179,9,3,348,11,0,0,0,1,0,0,44,99,33,0,1,0,0,Medium,54,43,71,50,22,83,62,9,Average
Bhavani,2024-09-29,City Road,Weekend,Cloudy,649,2881,1772,757,3037,698,306,431,337,335,642,23,272,0,,80,286,94,8,4,170,70,0,1,0,0,0,1,22,80,20,0,1,0,0,Medium,98,27,143,49,22,77,384,4,Good
Erode,2024-09-30,City Road,Weekday,Cloudy,710,1958,3652,1263,2847,1540,487,426,335,211,853,67,146,0,,45,160,118,12,2,804,25,0,0,0,0,0,0,8,14,32,0,1,0,0,Low,42,7,139,78,24,82,164,4,Average
Nasiyanur,2024-10-01,NH,Weekday,Hot,2459,2848,1822,490,2627,1732,1017,530,333,274,660,54,81,0,Major,51,266,47,19,5,360,66,0,0,0,1,0,0,24,86,25,1,1,1,1,Medium,73,19,67,65,8,66,225,7,Average
Anthiyur,2024-10-02,City Road,Weekday,Cloudy,2949,3070,661,1049,4128,1760,1235,741,321,69,595,26,162,2,Minor,79,243,188,22,1,766,45,1,1,0,0,0,1,17,20,34,1,1,1,0,High,66,23,136,59,23,49,23,4,Good
Kavindapadi,2024-10-03,SH,Weekday,Hot,487,1423,698,864,1385,1323,1761,343,117,291,767,45,181,3,Major,46,153,158,14,2,935,99,1,0,1,1,1,0,43,67,22,0,0,0,0,Medium,74,37,95,57,29,44,86,4,Good
Vellode,2024-10-04,City Road,Weekend,Clear,1745,2503,1713,1020,4899,2126,1956,589,175,457,251,27,102,4,,54,121,124,11,5,77,66,1,0,0,1,0,1,49,113,21,1,0,1,0,Medium,61,34,33,61,28,74,292,2,Good
Modakurichi,2024-10-05,Village Road,Weekday,Hot,2460,1022,3299,654,2527,766,865,351,188,298,353,60,171,4,Minor,78,112,61,12,1,960,72,1,0,0,1,1,1,33,7,30,1,1,1,1,Medium,94,20,108,51,8,63,221,9,Average
Bhavani Sagar,2024-10-06,NH,Weekend,Fog,789,1033,3363,781,997,590,1494,700,204,148,139,30,236,1,Major,69,180,183,24,4,112,48,1,0,1,1,1,1,11,102,37,0,0,1,1,Low,48,32,83,73,6,70,57,4,Average
Vellode,2024-10-07,Village Road,Weekend,Rainy,444,3131,714,1331,1897,605,1946,706,146,44,484,18,202,3,Minor,65,139,195,13,1,927,22,1,1,0,0,1,0,35,60,20,1,0,0,0,High,65,36,106,54,8,46,382,2,Average
Anthiyur,2024-10-08,SH,Weekend,Hot,2313,2301,873,1192,2078,1550,1242,534,330,344,83,59,135,0,Major,46,286,155,7,5,477,51,0,0,0,0,1,0,14,62,37,0,1,1,0,Medium,93,36,139,43,20,93,346,7,Good
Erode,2024-10-09,SH,Weekday,Rainy,1083,833,2464,1364,2341,896,1005,614,233,276,526,67,10,2,,75,230,54,28,4,993,22,0,0,1,0,0,0,37,47,21,1,1,0,1,Medium,50,37,124,54,11,62,159,4,Poor
Nasiyanur,2024-10-10,City Road,Weekend,Fog,1375,1434,825,1239,1584,2201,774,439,61,309,292,59,102,3,,78,136,100,16,4,878,91,1,1,1,1,1,1,40,47,37,0,0,1,1,High,90,44,119,57,26,67,308,9,Average
Ammapet,2024-10-11,City Road,Weekend,Hot,553,1262,2651,1487,1543,905,1352,326,231,489,418,22,79,2,,81,265,113,13,3,288,51,1,1,1,0,1,1,41,68,23,1,1,1,1,Low,53,20,117,81,10,95,357,6,Good
Punjai Puliyampatti,2024-10-12,Village Road,Weekend,Hot,2559,1693,3186,1478,3745,2181,1415,94,279,432,379,23,217,3,Major,92,212,89,16,1,766,93,0,0,1,0,1,0,47,77,30,0,1,1,0,Low,96,37,95,55,8,86,236,2,Average
Bhavani Sagar,2024-10-13,NH,Weekend,Hot,2036,2358,3164,517,2588,466,961,405,136,131,850,50,117,2,Minor,84,108,180,24,5,773,73,0,1,1,1,0,0,4,106,23,1,0,0,0,Low,93,19,88,78,9,69,22,1,Poor
Poondurai,2024-10-14,NH,Weekday,Cloudy,800,3209,1305,1111,4749,1569,1890,745,310,561,696,42,163,3,,94,239,112,10,1,506,44,0,1,1,1,0,0,2,103,34,0,0,1,0,Medium,73,33,76,81,8,94,126,7,Good
Kodumudi,2024-10-15,City Road,Weekend,Hot,796,618,2230,854,2007,874,1011,114,136,490,360,49,59,3,Major,70,80,139,25,1,954,54,0,1,0,1,1,0,47,90,25,1,0,0,1,Medium,96,35,111,66,18,69,57,4,Average
Sathyamangalam,2024-10-16,NH,Weekday,Cloudy,690,2662,748,1401,3396,1573,1120,85,341,518,136,38,14,3,Minor,94,246,124,17,2,172,47,1,0,1,0,1,1,4,21,30,1,1,1,0,Low,32,18,148,53,29,42,216,1,Poor
Erode,2024-10-17,City Road,Weekday,Fog,2569,986,3725,1322,3272,2475,1795,749,236,228,593,47,138,2,,62,97,168,23,4,1174,57,1,0,0,0,1,0,3,79,23,1,1,1,0,Low,75,23,33,50,8,69,307,6,Good
Nambiyur,2024-10-18,City Road,Weekend,Hot,2047,1884,1336,1106,3351,1385,963,375,167,562,434,19,170,4,Major,45,281,110,29,5,555,34,0,0,0,1,0,0,6,44,31,1,1,0,0,High,81,25,76,55,26,67,370,5,Poor
Perundurai,2024-10-19,Village Road,Weekday,Fog,1106,1211,2428,959,2719,2019,1144,657,89,485,462,49,23,1,Minor,46,268,151,9,1,1048,89,1,0,0,0,0,0,30,37,33,0,0,0,1,Medium,38,19,71,94,26,56,392,1,Good
Chennimalai,2024-10-20,SH,Weekend,Hot,1550,2774,3108,1427,2478,475,1905,65,251,379,886,60,127,4,,96,122,157,23,2,391,75,0,0,1,0,1,0,49,54,25,0,1,1,0,Low,52,15,97,93,24,91,231,4,Average
Modakurichi,2024-10-21,SH,Weekend,Hot,1402,1959,2394,1157,2533,893,603,317,23,274,694,57,14,3,,68,230,168,22,3,1046,83,0,0,1,1,0,1,45,88,20,0,1,1,1,High,48,10,47,44,14,64,224,1,Poor
Thalavadi,2024-10-22,City Road,Weekend,Fog,2636,1634,2188,338,1697,2019,1953,85,136,542,868,46,82,4,,76,190,172,20,1,523,12,0,0,1,0,1,0,24,65,40,1,1,0,0,Medium,82,25,78,64,7,63,288,3,Average
Anthiyur,2024-10-23,Village Road,Weekday,Rainy,2660,2370,1804,735,4033,997,1236,330,326,282,205,26,156,2,Minor,94,126,155,19,4,581,87,1,0,0,1,0,1,21,104,34,1,0,1,0,High,94,22,93,85,11,54,264,3,Good
Anthiyur,2024-10-24,NH,Weekday,Clear,1170,1842,1665,867,1458,597,1070,574,329,261,263,17,21,2,Major,75,140,168,6,1,78,95,1,0,1,0,0,1,42,70,39,0,1,1,0,Medium,90,12,80,69,16,58,194,2,Poor
Chennimalai,2024-10-25,NH,Weekday,Rainy,2890,486,2986,1195,1889,884,1729,96,24,133,174,26,280,0,,53,221,104,16,3,459,81,1,0,0,1,0,0,19,99,22,0,1,0,1,Low,75,22,102,75,26,95,398,3,Poor
Anthiyur,2024-10-26,SH,Weekday,Rainy,2499,2998,1873,606,1858,2307,1390,342,69,375,365,66,216,4,Minor,90,84,94,15,1,439,17,1,0,0,1,0,1,3,25,24,1,0,0,0,Medium,46,23,74,40,22,86,382,2,Good
Vellode,2024-10-27,Village Road,Weekday,Clear,1960,1147,3477,368,1883,580,1060,650,110,194,826,16,232,4,Minor,78,164,181,13,3,784,55,1,0,1,1,1,0,6,23,23,0,0,1,0,Low,64,32,146,57,17,99,354,7,Average
Erode,2024-10-28,NH,Weekday,Cloudy,2137,2466,2889,1396,3289,2203,890,724,379,153,696,38,138,3,,61,217,189,24,4,245,45,0,1,0,1,1,0,46,60,30,0,0,1,1,Low,75,25,142,52,28,48,313,8,Average
Bhavani,2024-10-29,NH,Weekend,Fog,700,2625,3658,1171,1114,411,1119,213,284,579,394,57,54,0,,49,159,66,6,3,538,82,0,1,0,1,1,0,18,65,39,0,0,0,1,High,40,36,31,81,5,44,66,8,Good
Anthiyur,2024-10-30,SH,Weekend,Clear,2434,2502,979,407,3412,413,703,311,260,250,483,33,243,0,,82,236,108,12,5,635,85,0,0,0,1,1,0,32,11,21,1,1,1,1,High,36,38,53,66,25,57,202,9,Poor
Solar,2024-10-31,Village Road,Weekday,Rainy,2923,675,1511,349,1787,804,1521,533,348,195,705,32,73,2,Minor,55,281,86,9,4,461,16,1,0,1,1,1,0,31,69,38,1,1,1,1,High,33,13,81,69,16,71,99,8,Average
Chennimalai,2024-11-01,Village Road,Weekday,Cloudy,454,1838,603,1310,4243,288,769,226,22,240,402,52,137,0,Minor,80,168,192,22,2,1056,49,1,1,0,1,1,0,10,118,37,1,1,0,0,Low,40,40,32,45,20,94,175,6,Good
Nambiyur,2024-11-02,NH,Weekend,Rainy,2151,2092,1842,320,3461,1494,1453,318,241,477,382,30,125,0,Minor,97,188,133,22,2,576,89,1,1,1,0,0,0,32,106,27,1,0,0,1,Low,65,24,97,75,23,99,309,4,Average
Solar,2024-11-03,Village Road,Weekend,Rainy,834,2173,1606,1437,950,2326,1730,581,228,225,707,35,292,4,,47,169,183,26,3,594,70,1,1,1,0,1,1,36,117,26,0,0,1,0,Low,43,12,64,41,20,66,144,2,Average
Chennimalai,2024-11-04,City Road,Weekday,Fog,2339,610,3784,843,3782,1785,697,53,118,94,523,53,197,2,Minor,54,95,101,25,4,982,31,0,0,0,0,0,1,41,100,37,1,1,1,0,Medium,33,32,101,57,23,46,255,1,Poor
Erode,2024-11-05,City Road,Weekend,Hot,2534,2388,1554,658,1415,1712,1905,540,195,160,324,58,191,4,Minor,99,221,137,26,1,637,66,1,1,1,0,0,0,19,27,28,1,0,0,1,Medium,74,23,133,62,7,74,339,1,Poor
Sivagiri,2024-11-06,NH,Weekday,Rainy,543,3202,1203,442,2707,2363,262,178,399,281,552,69,109,0,Minor,64,285,52,21,4,1110,78,1,0,0,0,0,1,33,87,41,1,1,1,1,Medium,63,6,76,61,25,67,251,7,Poor
Nasiyanur,2024-11-07,NH,Weekday,Clear,1644,1673,3568,356,1387,1346,1161,533,351,431,560,31,176,3,Minor,51,266,197,21,2,971,90,0,1,1,0,1,0,35,31,36,1,0,0,1,Low,73,10,119,62,13,66,186,7,Good
Perundurai,2024-11-08,Village Road,Weekend,Hot,1567,2003,1702,1463,4226,1643,700,56,131,593,389,47,67,4,Minor,49,213,109,17,1,339,63,0,1,1,0,0,1,26,116,36,1,1,0,0,Medium,71,28,61,70,28,84,304,7,Poor
Chennimalai,2024-11-09,SH,Weekday,Cloudy,822,664,3267,460,3329,706,1070,723,231,290,242,41,206,1,Minor,80,228,116,7,3,506,76,1,1,1,0,0,0,23,47,38,1,1,1,1,Low,41,34,97,77,15,62,133,3,Good
Bhavani,2024-11-10,NH,Weekend,Clear,1793,2627,1043,399,3674,1505,304,694,218,423,886,51,167,2,Major,72,224,56,7,2,473,13,1,1,0,1,1,1,21,99,29,0,1,0,0,Medium,31,19,135,56,23,48,212,2,Good
Nambiyur,2024-11-11,SH,Weekend,Cloudy,804,3202,1148,1237,2011,2266,875,383,128,142,513,22,108,3,Major,96,140,98,14,2,845,16,1,0,0,1,1,0,48,116,29,1,0,1,1,Medium,93,11,109,96,16,75,71,2,Poor
Arachalur,2024-11-12,Village Road,Weekday,Fog,2543,2729,1992,205,4915,1437,932,546,329,573,344,37,274,2,Minor,86,52,100,15,3,506,83,0,0,1,1,1,1,16,27,23,1,0,0,1,High,73,21,124,55,9,90,98,3,Average
Chennimalai,2024-11-13,NH,Weekend,Hot,1715,502,3682,753,3821,759,565,637,243,76,394,46,137,2,Major,75,78,179,12,3,542,64,1,0,1,1,1,1,2,117,24,1,0,1,1,Medium,43,19,50,75,13,44,201,5,Poor
Solar,2024-11-14,Village Road,Weekend,Clear,1210,2856,1798,1124,2020,2414,1924,687,233,447,176,54,44,0,Minor,55,205,104,27,5,587,57,1,1,0,1,0,1,46,38,40,1,1,0,1,Medium,37,6,31,70,6,55,93,2,Poor
Solar,2024-11-15,City Road,Weekday,Fog,2407,2100,1319,848,4431,880,1773,90,86,550,124,19,52,2,Minor,90,201,110,29,1,1076,56,0,1,0,0,0,0,4,15,37,0,1,1,0,Low,90,17,128,49,17,49,382,2,Average
Sivagiri,2024-11-16,City Road,Weekend,Hot,1707,979,2653,420,1452,1426,182,257,86,388,495,26,137,3,Minor,77,289,159,17,1,271,66,1,0,1,1,1,0,41,47,22,1,0,1,1,Medium,72,8,78,84,7,96,208,8,Average
Gobichettipalayam,2024-11-17,NH,Weekend,Clear,1497,662,2542,436,3889,1041,1591,341,60,579,264,69,290,1,Major,48,117,129,25,2,171,56,0,0,0,1,1,0,15,42,20,0,1,0,0,Medium,63,29,115,59,12,85,148,1,Average
Chennimalai,2024-11-18,SH,Weekday,Cloudy,1801,2327,3922,946,3998,330,1057,386,22,72,782,51,178,2,,80,200,121,11,5,931,78,1,0,0,0,0,0,22,86,29,1,0,0,1,Low,34,37,80,78,23,94,140,6,Average
Poondurai,2024-11-19,NH,Weekday,Clear,863,644,2449,1411,3816,1349,1798,506,192,45,587,31,65,2,Minor,82,198,116,22,5,583,91,1,0,0,0,1,0,20,117,36,0,1,1,1,Medium,92,40,149,48,12,61,388,5,Good
Gobichettipalayam,2024-11-20,Village Road,Weekend,Hot,2965,1481,907,640,4565,2085,1239,751,175,233,770,27,32,2,Minor,91,50,133,5,3,1133,48,0,0,0,0,0,0,33,115,40,1,1,1,1,Low,98,10,108,44,16,48,164,9,Average
Gobichettipalayam,2024-11-21,SH,Weekend,Hot,1052,2751,3304,843,947,2279,1293,795,389,35,530,26,131,0,,95,59,72,5,1,785,31,1,1,1,1,1,1,34,81,22,1,0,1,0,Medium,80,11,74,50,23,69,192,5,Good
Bhavani,2024-11-22,SH,Weekday,Hot,1161,501,2614,771,4826,874,1492,682,214,151,585,57,279,3,Minor,87,93,131,13,2,564,33,1,1,0,1,1,1,32,84,38,1,0,0,0,Low,89,41,142,58,20,45,60,3,Average
Vellode,2024-11-23,SH,Weekend,Clear,1363,1452,3107,1076,3199,1624,1487,130,235,328,505,68,127,2,Minor,83,163,160,10,1,413,48,1,1,1,1,0,0,35,9,24,0,1,1,0,Low,75,8,40,83,24,91,222,4,Poor
Sathyamangalam,2024-11-24,SH,Weekend,Clear,463,1100,3664,989,4475,2235,1940,711,118,169,651,26,196,2,Minor,81,82,81,13,5,403,96,0,1,1,1,0,1,4,16,21,0,0,0,0,Low,77,36,121,76,11,62,43,3,Poor
Ammapet,2024-11-25,SH,Weekday,Rainy,386,471,2447,1108,2753,545,1332,328,393,416,390,52,86,4,,59,97,65,25,5,123,18,1,1,1,0,1,0,12,3,41,1,0,0,0,High,98,9,44,55,5,92,262,9,Average
Erode,2024-11-26,Village Road,Weekday,Cloudy,1765,1907,1922,740,806,305,1067,166,54,161,833,45,137,2,Major,73,291,52,20,4,405,69,0,0,0,0,1,0,13,47,20,0,1,1,1,High,41,28,68,78,24,55,315,7,Good
Punjai Puliyampatti,2024-11-27,City Road,Weekend,Fog,1622,2941,2622,879,2759,1368,1336,721,275,117,129,52,223,4,Minor,95,76,198,7,4,427,99,1,1,0,1,1,1,40,63,30,0,1,0,0,Low,50,22,115,61,19,47,258,2,Average
Kavindapadi,2024-11-28,Village Road,Weekday,Cloudy,597,2671,3921,1034,4182,2211,816,52,157,552,574,34,256,3,Minor,46,127,41,21,1,525,37,1,1,1,1,0,1,34,87,41,1,0,0,0,Low,67,40,98,69,13,54,289,2,Average
Sivagiri,2024-11-29,SH,Weekend,Fog,2327,505,882,1383,1458,822,589,719,153,452,391,25,184,3,Major,97,265,173,16,1,865,67,1,1,0,1,0,1,31,3,26,1,1,1,0,Low,97,5,34,99,16,75,275,1,Average
Kavindapadi,2024-11-30,SH,Weekend,Rainy,609,1102,966,935,1096,661,1804,110,95,436,175,60,89,2,Minor,83,125,161,18,1,924,73,0,0,1,1,1,0,39,3,28,1,0,0,0,Low,65,26,33,61,8,92,333,4,Good
Kodumudi,2024-12-01,SH,Weekday,Rainy,1113,3388,2439,384,2683,2005,371,149,334,256,709,63,267,4,Minor,81,86,44,16,5,697,62,0,1,1,0,1,0,19,53,38,0,0,0,0,Medium,85,37,83,44,23,53,151,3,Good
Arachalur,2024-12-02,NH,Weekday,Fog,2461,2425,1283,766,1591,1045,1829,729,376,98,338,69,268,3,,94,77,131,17,5,121,81,1,1,0,0,1,1,34,12,28,0,0,1,1,High,73,26,53,41,14,54,281,4,Poor
Vellode,2024-12-03,NH,Weekend,Fog,1279,1291,1689,697,2964,1534,1043,153,30,597,204,43,279,2,,78,91,50,17,1,945,55,0,1,0,0,1,1,3,17,25,1,0,1,1,Medium,35,34,64,61,13,98,289,4,Poor
Anthiyur,2024-12-04,SH,Weekend,Cloudy,1741,2708,755,688,4543,2156,472,775,398,393,252,43,227,2,,50,234,113,23,5,830,45,0,1,1,1,1,1,25,97,27,1,0,1,0,Low,30,33,92,77,23,61,82,1,Average
Gobichettipalayam,2024-12-05,City Road,Weekend,Hot,2314,1425,1834,288,4833,1024,1079,230,360,418,410,29,246,2,Major,48,102,57,16,2,1064,32,1,1,0,1,0,0,43,30,23,0,1,1,1,Low,97,35,103,72,13,71,21,4,Poor
Perundurai,2024-12-06,SH,Weekday,Hot,1549,2388,3270,1095,3789,1921,689,701,121,245,801,69,166,4,Major,63,258,123,8,5,141,87,0,1,0,1,0,0,21,84,28,1,1,0,0,Low,52,22,47,65,21,96,163,9,Average
Arachalur,2024-12-07,Village Road,Weekday,Fog,2238,1137,661,1383,4649,2459,1897,249,70,345,554,43,93,2,Major,46,89,199,7,2,1058,95,0,1,1,0,0,0,22,88,38,1,1,1,1,Medium,49,13,125,71,6,84,332,9,Poor
Bhavani Sagar,2024-12-08,Village Road,Weekend,Cloudy,1385,1713,3219,255,3291,2298,1310,629,389,204,99,68,169,0,Major,76,126,71,20,4,490,37,1,0,0,0,1,1,23,106,25,0,0,1,1,Low,93,44,79,64,22,69,304,8,Good
Bhavani Sagar,2024-12-09,Village Road,Weekend,Clear,2858,800,3419,1020,2282,250,1051,716,95,42,236,56,252,0,Minor,61,165,197,6,3,823,64,0,0,1,0,0,1,37,96,40,0,1,0,0,Medium,51,34,58,91,17,80,159,9,Good
Nambiyur,2024-12-10,City Road,Weekend,Fog,2444,748,3741,866,3523,2022,535,249,30,58,153,34,19,1,,84,246,126,7,3,552,72,0,0,1,0,0,0,30,22,39,0,0,1,1,High,45,23,98,40,22,88,146,9,Good
Sathyamangalam,2024-12-11,SH,Weekday,Rainy,2616,1187,643,1376,3097,2109,1502,652,272,378,794,37,60,1,Major,98,209,46,23,4,616,37,0,1,1,1,1,0,7,95,30,1,0,0,0,Low,53,11,117,48,22,58,170,9,Average
Erode,2024-12-12,City Road,Weekend,Cloudy,1642,3469,1726,240,1781,1072,1665,530,35,351,884,55,88,4,Minor,95,247,62,8,4,776,21,0,0,1,0,1,1,21,3,28,1,0,0,1,High,80,23,90,75,24,75,106,6,Poor
Nambiyur,2024-12-13,NH,Weekend,Clear,465,1351,3507,438,2020,2395,1296,242,53,446,121,15,283,4,Minor,98,192,195,27,3,795,80,1,0,1,1,1,0,7,13,40,1,0,1,1,Medium,73,13,141,67,16,94,290,1,Good
Gobichettipalayam,2024-12-14,Village Road,Weekday,Hot,2684,1623,1166,395,1057,1443,352,499,315,455,93,63,296,1,,54,217,192,7,2,790,33,1,1,0,0,1,1,4,8,39,1,1,1,0,Low,36,20,127,99,13,48,33,8,Poor
Anthiyur,2024-12-15,NH,Weekend,Cloudy,409,1794,997,375,3491,597,1785,134,67,355,827,58,197,1,Major,79,140,156,22,4,822,79,1,0,1,0,0,0,8,69,29,0,0,0,1,Low,34,12,113,44,21,41,223,1,Poor
Punjai Puliyampatti,2024-12-16,City Road,Weekend,Cloudy,1234,606,2951,509,4917,2432,187,199,149,343,896,44,166,0,,70,206,184,5,4,1035,46,0,0,1,1,0,1,36,77,30,0,1,1,1,Low,80,39,46,77,25,83,180,2,Average
